review,lable,
Jab ke Tv actors ko films mein mushkil se he jagah milti thi,Negative,
Bohat kam aise actors hain jinho ne dono jagah kamiyabi hasil ki,Negative,
Jahan tak films ka sawal hai to abhi is industry ko pori tarha bahaal hone mein kafi waqt lagega,Negative,
yeh tha loser wala msg ka mtlb ??,Negative,
chalu lets loose lol :P,Negative,
Ya kesa promo code ha terms and conditions ma to likha ha across Pakistan valid ha or Peshawar ma kam nai kr raha shame on you #CAREEM,Negative,
lay bhai sasta haal agaya hai. ????,Negative,
Dekhain yahan bhi me yaad na ae ??,Negative,
bkwass??,Negative,
Whenever I wanted to use a promo ur app doesn't book my ride due to error.,Negative,
Haha ap plz mat pagal bano careem walo ki bato se...ye just awam ko bewKof banana janty hain,Negative,
Mhengi Cars Pakistan ki ecomomy and goverment dono bekar h,Negative,
Sambhal Kay of Verna. Hats off Shoaib Mansoor. But ye New York s phatt phata k aie MahiraKhan ko dalne ki kya zarort thi. Move on.,Negative,
Kon is kay doum per paooon rakh ker khara ho giyah malala drama haqeeqat hai,Negative,
Sir plz western union se cash out karwane ka tareka bata de. Pakistan me is tara k zarie kam hai iss lye hame iss ke pare me kuch nahi pata plz ap 1 tutorial me iss ke bare me kuch bata de,Negative,
Logo ki laye azab bnadiya mulk ko tax lga lga kar,Negative,
sale apna deen eman bech dete hain paiso ke liye lanat amir,Negative,
Aaj mall road par ba qaida mera qaid Hamza Shahbaz ke boards,Negative,
2015 ke 19 lac?????? Wah 2018 coming gli 18 lac ke milrahe hay n 19 lac me with one year insurance. Kuch to khuda ka khouf karo bhai!,Negative,
Ise kehte hen faraghat ko kaam me lagana... Velay comments krne se to behtar hi hwa,Negative,
Fazool shirt fazool print kabhi na kharidna,Negative,
Bilkul he third class t-shirts thi ye kyunke inki quality bilkul third class thi. Maine ye medium size ki mangwaayi thi aur itni bari aur loose aayi thi ye tou ye meray kisi kaam nahi aayi. Bilkul udaas hu iski quality se aur majboori mai ye mjhe phenkni he ar gayi.,Negative,
haaton ko milk mein daal tu den lekin us k baad jo ammi bolengi k sara milk kharab ker dia phir kia karen?:wk ,Negative,
Ma Ne ye shirt order ki per inho Ne black colour full sleeves me koi or bhj di ????,Negative,
Camera bilkul fazol he.r signals generation b low he bohat.baki set acha he,Negative,
Bhai aap bukry ko untt k narkh py na beechy to comment ayingy apki post py,Negative,
"Meri bohat expectations thee is phone se lekin Qmobile ka X700 kuch zyada hee sust aur halka hai. Is phone ko mein sirf looks pe hee rate karoonga kiunkay chalne mein yeh mujhe pasand nai aaya. Slow hai, hang hojata hai, chalte huay hang hojata hai. Kaafi maslay hain jo har bar restart karkay hee sahee hote hain. Camera se mein satisfied hoon lekin yeh phone apnee marzee se chalta hai",Negative,
"phone ka display itna mazay ka nahi hai , meine jesa expect kiya tha wese nahi tha . image quality and screen resolution mein wo maza nahi hai. haan is phone ka processor acha hai taiz hai . charging poora din chal jati hai .. aur dikhne mein kafi acha lagta hai lekin bs meri level of expectations pe poora nahi utra",Negative,
Bad police jabhi to in k sath Target killing hote hai is jaisay police walay ko saray aam saza hone chahiyay aur suspend kerdena chahiyay takay dosray police walay is say sabak hasil keray yay awam k muhafiz hay ya ghunday un-educational police need training attitude disi plan most need.,Negative,
Ager koi security reason tha bhe to us constable chaiye tha ke tameez se baat ker leta,Negative,
skay pendant ki quality itnee achee nai hai,Negative,
guys plz beggers aur workers (taxi driver) KO mat darao unka Roz ka kaam hota hai waha par......?,Negative,
plz koi yahn se na kharede.mne phle juicer mangwaya wo original ni tha?,Negative,
Is larki n 25 lakh mangy the program band karny k unhi n nh diy to y program chalaya gaya h,Negative,
time kyu zaya kar rahe ho tum hare pakistani goverment bhe shamil hai meko lagta hai tabhe killer ko fasi nahi derahe ho hamare yeha india bhej do usko safi dedenge usko?,Negative,
zehni mareez helmet laga k mar raha hay wahhh?,Negative,
?Jab iski kisi nay ice cerem ma zehar dia tha jab he mar Jana chaie tha is haram khor ko isko deen Kay baray ma be batao itna makeup kar k ati hai bager nakap k ye be too galat h,Negative,
aaj ke bad main apne garden se peach ke sary Trees ko aag laga donga?,Negative,
?Jo bhi howa acha howa lekin natijaa kujh khas nahi niklega kuch din k under dobara azad ho jaiga ye??,Negative,
Ganjay ko kuch nai smj aya tbi chup kr k nikal gaya sath smjhane wala staff jo nai tha,Negative,
Bikul thek kia. Mai to kehta hu ik group hona chahey jo wrong park hoi gari aur without stop khari bus ka screen tor kar bhag jaye,Negative,
?Blkul ghlay koi jahil log he jnhe ye nai pta k ks janwr ko kis trah zibah krty hen or ye ount to mje murda lg rha tha zra sa b nhi hila....,Negative,
Dil k under kia hai woh Allah he junta hai. ... Alzam Trashi say Baz Rahoo Yeh b eik guna hai.....,Negative,
?Sawal yeh hai ke unse behes karay Kon aur Chalo unhon be video dekh bhi li Kya woh yeh maan leinge? Ulta yh Keh kar andar kr Deinge ke humain qanoon sikhai ga phr bachai ga Kon?,Negative,
Afsos gov ka kasoor hay.. agar awam bokay na hotay tu kon dakan chori karta hay,Negative,
yaar aur phir punjab hukumat bolti he ke hamare sheher robbers se pak hen.....so what is this..????,Negative,
tabhi me kahon itny nalik nalik log masters kaisy kr lyty hyn jin ki sindh ki degree hoti h,Negative,
Bukwas video hai..last tak kuch khas nae hai,Negative,
Sab log hasre hain but kissi ko ye pata nhi chalra key howa kya hai abey jahil awam car waley ko fire marey hain wo jo piche larka khara tha,Negative,
Is banda k right wala Angootha per day an sa dakha sub pata chal jaya ga,Negative,
Bjp Modi gaya tha vidio banane aur.nawaz shareef ko biryani khilane,Negative,
Pakistani jider b jay ga apni harkaton se bta de ga k wo Pakistani ha.jese Saudi Pakistani ko bolte Han Pakistani kullo harami.,Negative,
Ab ye jail jay gi or jb jail sy aygi to is ky mun may ayk dant nhi hoga sir sfeed or hath may lathi or logo ki lanty alg sy suny gi kngree,Negative,
Allah ko yaad Kar k Naik bannay k bjay apna tamasha bana rahy hen . Allah hidayat da,Negative,
?Police department bund kr dena chahiye,Negative,
Log kitne behas hai sub dhek dekh j jarahe hain,Negative,
Daikty kyo ho itna maro keh inki sary nasly yad raky gee,Negative,
Galat baat mat karo.ya bilkul nahai likha huwa .Farig log.koi aur kam nahai ha karnay ko jo ya galat batain bolty rehtay ho.Jhail,Negative,
Amazing punjab waley tou lar jatey hai ye soldier tou khud majbour hai na band karey tou nokri se farig bari machliyo ko pakartey hai hum sab loog.,Negative,
Jnb ap writen likh sakty han ap Authority wise Afsar han showcase letter jari kar datay Allah pak Ny ap ko Izat di h or ak Acha Rutba dia h but apny Mulazim ki kisi k Samny Insert karna Galat h,Negative,
"police pe kyun lanat ho ...10,saal k bachay ko us ke chotay bhai k sambey churriyun k waar kar k marne waley ko tu chaiyee k uski khaal utar dein...police pakrey bhi tu tanqeed ka nishana na pakrey tu bhi kharab..log kusi tarah khush nahi ....is,banday ka apna inner guilt tha k is ne apna gala katney ki koshish ki...is ko koi haq nahi k yeh apni frustration kisi k bachay ko mar kar nikaley....bastard",Negative,
"jo log keh rahe hayn k ye repoters jo dare huway hayn or ye, itna hela kr video bna raha h ...tw mera kehna ye h k ..agr ap log us jaga hoty us wqt tw,me apse puchta tb ap kya krte ...kese pe ungli uthana bht assan hota h .... jb khud pe aati h tb pta chalta h ....",Negative,
Sahaba k ghustakhon ka yahi haal hota hy logon k juty saaf kro hahahaha,Negative,
agr is k b ksi famly membr k sath easa hota to pta chalta ye mzaak hy yaa begyrti,Negative,
Is koam k sath is say b zada burra hona chahiyeh.... khuda us koam ki halat nai badlta na ho jis ko khyal khud apni halat badalnay ka,Negative,
Salute or un logo k monh pr tamacha jo haty katty ho kr bheek mangty hain,Negative,
Mufti sahab aahinda 12baje bi na aana 1baje market khulti hai,Negative,
Is ka hal ye hai k hum sab PAKISTANI chahy lahore ho quetta ho kpk ho islamabad ho ya karachi ho sab k sab ek month ka bil na pay karyn. Metar katna hai na in logon ne. Kat len meter sardion main koi khas zarurat b ni hoti bijli ke 6 month main itna nuksan ho ga in wapda walon ko k in ko in ke nani yaad aa jaye ge,Negative,
meera nay ye bhi kahaa k imran bhai aap meraa peecha ab chorr dain..,Negative,
?Air accident bohut hongy agar Pakistan my ye car ayi to,Negative,
?shazib ap jhoty ho darbari ho PTV mi sb noon waly gay thy jhoty moqadmy lgay gay PTI pr,Negative,
fazool news. Hakumat kahin nahi ja rahi.,Negative,
Laro Bahi sub larooo. Jo b Mqm Mandaeet per 30 saal kamiyaa Ajj mein mein kar Ray hain Majhaarr ko baezaat kardiya Kamaal Bahi ny or Farooq Bahi ny mugy tou apny app per sharam ari haey...,Negative,
" PM k sath her waqt military sectory hota hai jiska rank Lft.hota hai sath ssg commandos hotay hain,yeh kia bakwas ker rahi hai,,our PM business class main nahi First class main travel kerta hai...sasti shuhrat k liay",Negative,
?Last me us ka petrol khatam ho gia ho ga. Jis ke waja say pakra gia.,Negative,
?Agr bechy k hth chuth jty to kuch b ho skhta thaaa,Negative,
Sharm o haya hy ya phr zarbasti ki shadi,Negative,
Or han in media walon ke baton main na aya karo ya apna pason ka lya logo ke life b tabah kar data ha . Or jo haq pa ho us ke koe awaz nahi,Negative,
Yar dunia chand py punch gae or hum log abhi yeh sub karny main hi lagy hai kabhi media dikhata hai k yeh larka apni aankhen bht bahir tak nikal sakta hai to kabhi yeh?,Negative,
Sharm karo pakistanio apny country ka bando ko he bura bura bol rhy ho .sharm karo. Shame for you,Negative,
Fitty e mun jay.awam ko preshan krny walu ki muzzamat krny ki bjay es ko as funny video bnaa kr pesh krny walu pr shabash hai.hmaari qaum doosru ko upset kr k khush hoti hai,Negative,
?Abhe ham Ilzam 2ron ko daty hen k ham par zulm karty hen.ye hal hy ham muslmanon ka.,Negative,
Esko pani daboo kar 3 minat rakha jaye khud pata chal jaye ga k mrta ha k nhi,Negative,
Bhai ALLAH KI MAKHLOQ BHOKI HAI.,Negative,
Police Wala Jo garmi my khara dhop my apni duty day raha hai is awam ki hi khidmat kr raha hai. Is per in uniform hath uthaya batamizi ki vedio my saf nazar aa raha hai to wo police Wala maray ga nahi to aur kya kry ga..,Negative,
Ye bagairat log dekhrahy han tamasha benchod ek ek chamant maro police waly ko fr b sala marjata kamino tamasha dekhrahy ho,Negative,
Such m boht bara froad ha yr?,Negative,
?Hd hogai Janwar Agr tang mar day to bchay ko kitna nuksan phnch skta Jahil hain,Negative,
Ye tu wahan hain na Pakistan main nahi kash hoti aj meray shohar bi zinda hotey meray sath hotey wo ye sab dekh kar dil bohat roya hai mera main dekhti rehay gayi aur meray shohar meray hathou main hi khatam ho gaye thay,Negative,
En mullon ki jahi halat honi chahiea,Negative,
?Kathoo bhae bhabhi to ghar me ghusne nahi de gi ye beta wari kahan se aagaya,Negative,
esko bahduri nashanay bazi ma mahrat kah rd ay ha aur insani jan ka itna bara risk ni lana chaheya gharor to khuda ko bi pasand ni ha dakh k afsos huwa agar nasha chok jata to?,Negative,
Allah in snatcher ko kuttay ko mout atta karay ameen .....truck k neechay akar marein,Negative,
Jo aanounce ker raha tha wo keh raha hu ga Is say behtar ma he hu is leye phool aur Taj le gaya :?,Negative,
Agr ye hi koi pakistani ice cream wala hota toh it should be considered as harassing,Negative,
Beshak ek insan ne mil k Pakistan benya aj kal kutay kami kameen kha rahe hai kam zaraf hukamran,Negative,
Mohabbat ki hai ...koi gunah nhi kia to esy halat bna di iss bechary ki,Negative,
Umr farooq sialkot ka famus bnda h us ka bal b bagha hi kr skta koi insaf kaha sy mlna h,Negative,
Falto court k chakar katne se ye acha hai,Negative,
Fake 25 sec bad pesy wapis chaly jaty hain or next day acaunt m transfer ho jaty hain,Negative,
Admin agr comments dekh k tasali ho gayi ho to post ko sahi kro,Negative,
ALLAH de tabaha aw barbad ke che cha da zulim kare dy,Negative,
Mujhe andaza hai ke meri tezi se barhti shohrat ko dekhte hue mere mukhalfeen ki tadaad barh rahi hai,Negative,
Jin logon ko mujh se jalan hoti hai wo jalte rahe,Negative,
Main chahti hon ke jo log meri fankarana salahiyaton ke hawale se aksar tanz o mazah karte rehte hain,Negative,
Khusosi guftugo karte hue Resham ne kaha hai ke koi insaan kisi ko izzat aur maqam nahi de sakta,Negative,
"Is silsile mien dono actresses mutadid martaba Karachi bhi gai, magar chand aik Tv programs mien shirkat ke ilawa koi drama project na mil saka",Negative,
"Actress Laila ne kuch arsey qabal Lahore mien aik comedy serial ke Pilot mien hissa liya, magar wo dobara shuru na ho saka",Negative,
Mere paas jadoo ki charhi nahi hai ke charhi ghumao aur sab kuch thek ho jae,Negative,
Lekin is ke liye fankaron ko sakht iqdaam uthana honge,Negative,
Jahan tak baat meri films mien acting karne ki hai to ab mera films mien kaam karne ko dil nahi karta,Negative,
"In press conference a journalist asked a question about video scandal, she ignores to give answer about video scandal",Negative,
Pakistani  actress Meera arrived to America to celebrate valentine day with Captain Naveed but Captain Naveed’s family did not give her permission to enter the house,Negative,
Captain Naveed’s father Raja Perveez said that video conspiracy of Meera hurt us and it is bad for our family,Negative,
Khabaron mein rehne wali adakara Meera Valentine day manane Captain Naveed ke pas America pohanchen magar Naveed ki family ne Meera ko ghar mein dakhil hone se rok diya,Negative,
" Meera ne airport se phone kiya ke wo America aayi hai usse lene aayein magar Captain Naveed ne family ke israr par airport jane se inkar kar diya, ",Negative,
Meera America aakar meri baho ban jati hai aur Pakistan ja kar kehti hai ke Naveed mera dost hai,Negative,
Meera ko jab Captain Naveed ki family ne lift na karai to un ke ghar ke nazdik train station ke waiting room mein ja kar beth gai,Negative,
Dosri janib Meera ke sectary ne in khabron ko bebunyad qarar diya hai,Negative,
 European mumalik ke athletes ko ghar ki koi fikar nahi hoti,Negative,
agar Karachi ke national coaching center ki baat Karen to wahan ki tartan track maintenance na hone ki wajah se bilkul kharab ho gai hai,Negative,
" zahir hai kharab condition hone ki wajah se is mein training aur practice ka koi faidah nahi hai,",Negative,
Razia Sheer Khan: Agar aap majmoi kheelon ki baat kar rahe hain to mardon ko ziyadah saholaten aur ahamiyat hasil hai,Negative,
 Yahan par tamam tar tawajah sirf cricket khelne par hai lekin dosre kheelon ki taraf bhi dekhna chaheye,Negative,
semi final mein unhein Bartania Mice Lodi ne haraya yeh tournament gujeshta saal ke Runnerapp Miser ke Abutalib ne jeeta,Negative,
"After 1988, Jahangir Khan was not success",Negative,
Jahangir Khan bachpen mein nehaiat naheef o nazar they kam umri mein dunya key shikar ho gae aur Doctron ney Squash key khail ko un key leay shejrea mamnua qarar dae dea ,Negative,
 iss kamiabi key kuch hi arsey bad Toor Sim Khan inteqal ker gae,Negative,
 Yahan par tamam tar tawajah sirf cricket khelne par hai lekin dosre kheelon ki taraf bhi dekhna chaheye,Negative,
Mohibullah ne 3 mertaba British open ke final mein pahonche magar teeno mertaba woh Azam Khan ke vhaton shikast sey do char ho gae ,Negative,
 Mohibullah khan senior badqismati se aik saal se zayada British open ka title apne pass na rakh sake,Negative,
 agle saal British open ke semi final mein unhein shikast kha ker apne izaz se dastbardar hona para,Negative,
Isi liye ab Shahid bataur batsman ziyada maussir nahi rahe,Negative,
Itne arsey bad bhi Shahid Afridi short pitch balls ke lalach mein aa jate hain,Negative,
Is ke ilawa inhe Australia ki bouncy wickets ko baratne ka saliqa bhi ab tak nahi aaya,Negative,
kyun ke wo aksar tezi se ghomti hui balls se apni nakaam bating ki talafi kar lete hain,Negative,
21 October 2000 ko apni cousin Nadia se Shahid Khan Afridi ki shadi ne unginat ladkiyon ke dil torh diye,Negative,
Guzishta chand barson se Shahid Afridi ka cricket career in ki bating ki tarah hichkole kha raha hai,Negative,
Doob maro phr,Negative,
Wak ni maa main badl gi hna,Negative,
"Tahum is sone ko kundan banana ka sehra Baba-e-radio Syed Zulfiqar Ali Bukhari ke sir hai, jinho ne Mohammed Ali ko apne saya-e-atifat mein le kar awaaz ki aesi tarash kharash ki ke mulk bhar mein koi bhi sadakar Mohammed Ali ka muqabla na kar sakta tha",Negative,
 Mohammed Ali ki awaz Zulfiqar Bukhari se adaegi ke sare gur seekhne ke bad chekh chekh kar keh rahi thi,Negative,
 Lekin yeh dono geet gane aur Heroin ke peche peche bhagne wale manchaley hero the,Negative,
 Chunache mehaz Ahmed Rashdi ke gaey hue geet par hont hila dene se Mohammed Ali ka maqsad pora na hota tha,Negative,
 Aik aesi Maa thi jis ki beti ka chehra bhari jawani mein daagh daar ho gaya tha aur Maa ke paas plastic surgery ke zaraey na the,Negative,
" Film JANNAT ke baad meri shanakht kamyab adakara o model ki hesiat se hony lagi,mujhy kafi filmein bhi offer hueenmagar jaldbaazi ke bajaye soch samajh ker agy barhna chahti thi,meri ye hikmat e amali is liey argar na hui kbollywood mein action aur thrill filmon ka dor shru hogya,jis mein hero heroin ke kirdar showpiece ke taur err eh gye,bold manazir ki bharmar ne bhi mujhy mazeed difai hikmat e amli per majboor kar diya,dusra shayad producer aur director ki tarjeehat bhi badal gaenSonal Chauhanne kaha ke kamyab film deny ke bad bhi dafatir ke chakkar lagana aur mulaqatein zururi hain to is se behter ghar bethny ko hi tarjeeh di",Negative,
